Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5,4.47,Random House,Hardcover,352,2018,2018,2023/02/26,2023/02/20,,,read,,,,1,0
55145261,The Anthropocene Reviewed,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",5,4.37,Dutton,Hardcover,293,2021,2021,,2023/02/20,,,read,,,,1,0
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""0060899220""","=""9780060899226""",5,4.14,Ecco/Harper Perennial,Paperback,312,2007,2000,,2023/02/11,,,read,,,,1,0
36507079,El fugitivo,Richard Bachman,"Bachman, Richard",Stephen King,"=""""","=""""",3,3.89,Penguin Random House,Paperback,299,2017,1982,,2023/01/29,,,read,,,,1,0
53799686,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982121602""","=""9781982121600""",5,4.19,Simon & Schuster Canada,Paperback,336,2020,2019,,2023/01/24,,,read,,,,1,0
58085229,Go Back to Where You Came From: And Other Helpful Recommendations on How to Become American,Wajahat Ali,"Ali, Wajahat",,"=""0393867978""","=""9780393867978""",3,4.19,W. W. Norton & Company,Hardcover,272,2022,2022,,2023/01/18,,,read,,,,1,0
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane",,"=""0375714839""","=""9780375714832""",0,4.39,Pantheon Books,Paperback,341,2007,2003,,2023/01/15,to-read,to-read (#30),to-read,,,,0,0
13137334,This is Life,Dan Rhodes,"Rhodes, Dan",,"=""0857862456""","=""9780857862457""",4,3.80,Canongate Books Limited,Paperback,423,2012,2012,,2023/01/10,,,read,,,,1,0
57185177,The Socratic Method: A Practitioner’s Handbook,Ward Farnsworth,"Farnsworth, Ward",,"=""1567926851""","=""9781567926859""",3,4.26,"David R. Godine, Publisher",Hardcover,243,2021,2021,,2023/01/07,,,read,,,,1,0
59802037,What We Owe the Future,William MacAskill,"MacAskill, William",,"=""1541618629""","=""9781541618626""",3,3.87,Basic Books,Hardcover,335,2022,,,2023/01/07,,,read,,,,1,0
25179,Blankets,Craig Thompson,"Thompson, Craig",,"=""1891830430""","=""9781891830433""",4,4.05,Top Shelf Productions,Paperback,582,2003,2003,,2023/01/01,,,read,,,,1,0
53138204,Subtract: The Untapped Science of Less,Leidy Klotz,"Klotz, Leidy",,"=""1250249864""","=""9781250249869""",2,3.51,Flatiron Books,Hardcover,304,2021,,,2022/12/31,,,read,,,,1,0
4773784,Aráoz y la verdad,SACHERI,"SACHERI, SACHERI",,"=""9870410588""","=""9789870410584""",3,3.95,AGUILAR,Paperback,240,2008,2008,,2022/10/16,,,read,,,,1,0
9043762,Hitch-22,Christopher Hitchens,"Hitchens, Christopher",,"=""""","=""""",0,4.01,,Kindle Edition,448,,2010,,2022/12/18,currently-reading,currently-reading (#4),currently-reading,,,,1,0
22461815,Ser feliz era esto,Eduardo Sacheri,"Sacheri, Eduardo",,"=""""","=""9789563477825""",4,4.06,Alfaguara Chile,Paperback,248,2014,2014,2022/12/18,2022/10/16,,,read,,,,1,0
40600256,"If I Understood You, Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating",Alan Alda,"Alda, Alan",,"=""""","=""""",3,3.86,Random House,Kindle Edition,210,2017,2017,,2022/06/13,,,read,,,,1,0
17906245,Hyperbole and a Half,Allie Brosh,"Brosh, Allie",,"=""""","=""""",5,4.16,Touchstone,Kindle Edition,385,2013,2013,2022/12/07,2022/09/17,,,read,,,,1,0
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",4,3.75,Penguin Books,Paperback,484,2003,2002,,2022/12/04,,,read,,,,1,0
2723,The Years of Rice and Salt,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553580078""","=""9780553580075""",5,3.75,Bantam Books,Mass Market Paperback,763,2003,2002,,2022/06/20,,,read,"Forget about the premise. Yes, the plague killed the Western world, but that's not what this book is about. The first chapter is an invitation to think outside of what you know Humanity did, just to be shown that Humanity would be Humanity again: the good, the bad, and the ugly. <br/><br/>Most importantly, this book is a fantastic tour throughout human nature, narrated through the lens of 3 archetypical humans:<br/><br/>K: The lider, the motivational engine, the aggressive, the revolutionary, the critic, the one who defies Death for breakfast. <br/>I: The intellectual, often consumed by the pursuit of knowledge. The one who sets course. The wise one, the inquisitive one. Often weak, sometimes slow to act.<br/>B: The people person, the broker, the faithful one. The open one, the hungry one, demanding to be guided and be given purpose. The learner.<br/><br/>Defiant of any genre convention, there are minimal changes in the arc the characters go through. The meat and potatoes resides in the interaction between characters and how well each gets to fulfill their fate because of that. What's more, if there's any progress for them (and Humanity), it's because of minutia in the way they interact. It's because of all that is forgotten but actually happens during the years of rice and salt. <br/><br/>Robinson writes with the characteristic style of creating a world anew, which will entertain you for pages. Then, the author will stab you with a truth poisoned dagger when you least expected it. You thought this or that character were plain or boring? Stabbed again.<br/><br/>That said, since Robinson writes extremely long and convoluted pieces, with an alchemic approach that smashes fiction and non-fiction altogether into its own genre. In other words, this author is not for everyone. You need to have a taste for non-fiction and enough patience to, as a non-fiction reader, ""put up"" with the narrative devices that fiction demands. If you are a fiction reader, you have to ""put up"" with little to no fiction, with characters that will blast into an opinionated narrator's monologue for 10 pages at a time, and a degree of meta that might put you off. The good news about this book being split in the way it is, is that you can skip ahead if one particular chapter is rubbing you the wrong way. The characters will be reborn in the next one in more interesting situations and you get to be reborn with them.",,,1,0
7776209,The Rational Optimist: How Prosperity Evolves,Matt Ridley,"Ridley, Matt",,"=""006145205X""","=""9780061452055""",0,3.98,Harper,Hardcover,448,2010,2010,,2022/10/28,to-read,to-read (#29),to-read,,,,0,0
51431,The Scientist as Rebel,Freeman Dyson,"Dyson, Freeman",,"=""1590172167""","=""9781590172162""",0,3.91,New York Review Books,Hardcover,400,2006,2006,,2022/10/28,to-read,to-read (#28),to-read,,,,0,0
7200147,Más respeto que soy tu madre,CASCIARI HERNAN,"HERNAN, CASCIARI",,"=""9506441588""","=""9789506441586""",5,3.89,Plaza & Janés,Paperback,272,2008,2005,,2022/10/23,,,read,,,,1,0
58128628,El funcionamiento general del mundo,Eduardo Sacheri,"Sacheri, Eduardo",,"=""9877387859""","=""9789877387858""",5,4.11,Alfaguara,Paperback,528,2021,,,2022/09/24,,,read,,,,1,0
13096093,Charlas con mi hemisferio derecho,Hernán Casciari,"Casciari, Hernán",,"=""8493877727""","=""9788493877729""",3,3.71,Editorial Orsai SL,Paperback,253,2011,2011,2022/10/10,2022/10/08,,,read,,,,1,0
4588,Extremely Loud & Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0618711651""","=""9780618711659""",5,3.97,Mariner Books Classics,Paperback,326,2006,2005,,2022/10/04,,,read,,,,1,0
60577643,Data Cartels,Sarah Lamdan,"Lamdan, Sarah",,"=""""","=""9781503615076""",0,4.00,Stanford University Press,Hardcover,224,2022,2022,,2022/09/22,to-read,to-read (#27),to-read,,,,0,0
53138146,The Listening Path: The Creative Art of Attention (An Artist's Way Book),Julia Cameron,"Cameron, Julia",,"=""1250768586""","=""9781250768582""",2,3.29,St. Martin's Essentials,Paperback,208,2021,2021,,2022/09/20,,,read,,,,1,0
59678829,Longpath: Becoming the Great Ancestors Our Future Needs - An Antidote for Short-Termism,Ari Wallach,"Wallach, Ari",,"=""0063068753""","=""9780063068759""",0,3.84,HarperOne,ebook,208,2022,,,2022/09/18,to-read,to-read (#26),to-read,,,,0,0
60021175,Hack Your Bureaucracy: Get Things Done No Matter What Your Role on Any Team,Marina Nitze,"Nitze, Marina",Nick Sinai,"=""0306827751""","=""9780306827754""",0,4.26,Hachette Go,Hardcover,368,2022,2022,,2022/09/17,to-read,to-read (#25),to-read,,,,0,0
55225556,A Civic Technologist's Practice Guide,Cyd Harrell,"Harrell, Cyd",,"=""""","=""""",4,4.45,,Kindle Edition,,2020,,2022/09/13,2022/09/04,,,read,,,,1,0
43808723,Everything is F*cked: A Book About Hope,Mark Manson,"Manson, Mark",,"=""0062955934""","=""9780062955937""",3,3.70,Harper,Hardcover,288,2019,2019,,2022/09/03,,,read,,,,1,0
48889983,Calling Bullshit: The Art of Skepticism in a Data-Driven World,Carl T. Bergstrom,"Bergstrom, Carl T.",Jevin D. West,"=""0525509186""","=""9780525509189""",4,4.14,Random House,Hardcover,336,2020,2020,,2022/08/31,,,read,,,,1,0
53972214,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""1782276122""","=""9781782276128""",3,4.14,Pushkin Press,Hardcover,192,2020,2019,,2022/08/12,,,read,,,,1,0
45894180,"Arguing with Zombies: Economics, Politics, and the Fight for a Better Future",Paul Krugman,"Krugman, Paul",,"=""1324005017""","=""9781324005018""",3,3.86,W. W. Norton & Company,Hardcover,464,2020,2020,2022/07/31,2022/02/16,,,read,,,,1,0
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",3,3.85,Penguin Press,Hardcover,297,2014,2014,,2022/07/27,,,read,,,,1,0
58082714,The Nineties,Chuck Klosterman,"Klosterman, Chuck",,"=""0735217955""","=""9780735217959""",3,3.88,Penguin Press,Hardcover,370,2022,2022,2022/07/10,2022/01/25,,,read,,,,1,0
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",2,4.15,Basic Books,Paperback,257,2002,1988,2022/06/27,2021/11/02,,,read,,,,1,0
55742926,On Quality: An Inquiry into Excellence: Selected and Unpublished Writings,Robert M. Pirsig,"Pirsig, Robert M.",Wendy K. Pirsig,"=""006308466X""","=""9780063084667""",0,3.59,Custom House,ebook,224,2021,,,2022/06/26,to-read,to-read (#24),to-read,,,,0,0
173666,Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Tara Brach,"Brach, Tara",,"=""0553380990""","=""9780553380996""",0,4.16,Bantam,Paperback,333,2004,2000,,2022/06/26,to-read,to-read (#23),to-read,,,,0,0
58605460,Making Numbers Count: The Art and Science of Communicating Numbers,Chip Heath,"Heath, Chip",Karla Starr,"=""""","=""""",2,3.91,Avid Reader Press / Simon & Schuster,Kindle Edition,224,2022,2022,,2022/02/01,,,read,,,,1,0
50998056,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300136""","=""9780316300131""",5,3.89,Orbit,Hardcover,563,2020,2020,2022/06/20,2021/01/28,,,read,,,,1,0
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374159122""","=""9780374159122""",3,4.24,"Farrar, Straus and Giroux",Hardcover,273,2021,2021,2022/06/12,2021/12/14,,,read,,,,1,0
24865145,Visualization Analysis and Design (AK Peters Visualization Series),Tamara Munzner,"Munzner, Tamara",,"=""""","=""""",0,3.97,A K Peters/CRC Press,Kindle Edition,428,2014,2014,,2022/04/03,,,read,,,,1,0
50734400,How to Argue With a Racist: What Our Genes Do (and Don't) Say About Human Difference,Adam Rutherford,"Rutherford, Adam",,"=""1615196714""","=""9781615196715""",3,3.91,The Experiment,Hardcover,224,2020,2020,,2020/10/31,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Cixin Liu,"Liu, Cixin",Ken Liu,"=""""","=""""",2,4.09,Tor Books,Hardcover,399,2014,2006,,2022/05/03,,,read,,,,1,0
18872806,"La sombra del viento (El cementerio de los libros olvidados, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""""","=""""",4,4.29,VINTAGE ESPAÑOL,Kindle Edition,533,2011,2001,,2021/12/31,,,read,,,,0,0
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",5,3.85,Sourcebooks Landmark,Hardcover,432,2018,2018,,2022/03/26,,,read,,,,1,0
54190038,Zen Wisdom for the Anxious: Simple Advice from a Zen Buddhist Monk,Shinsuke Hosokawa,"Hosokawa, Shinsuke",Ayako Taniyama,"=""4805315733""","=""9784805315736""",3,4.17,Tuttle Publishing ,Hardcover,224,2020,,2022/03/26,2022/03/01,,,read,,,,1,0
52962238,Principles For Dealing With the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,"Dalio, Ray",,"=""1982160276""","=""9781982160272""",4,4.30,Avid Reader Press / Simon & Schuster,Hardcover,576,2021,2021,2022/03/01,2022/02/05,,,read,,,,1,0
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,"Hanh, Thich Nhat","Dalai Lama XIV, Arnold Kotler","=""0553351397""","=""9780553351392""",3,4.30,Bantam,Paperback,134,1992,1992,2022/02/02,2021/12/03,,,read,,,,1,0
58082195,Raising Critical Thinkers: A Parent's Guide to Growing Wise Kids in the Digital Age,Julie Bogart,"Bogart, Julie",Barbara Oakley,"=""0593192281""","=""9780593192283""",0,4.04,TarcherPerigee,Hardcover,352,2022,2022,,2022/02/01,to-read,to-read (#22),to-read,,,,0,0
285015,The Manager as Negotiator,David A. Lax,"Lax, David A.",,"=""0029187702""","=""9780029187708""",0,3.48,Free Press,Hardcover,416,1987,1987,,2022/01/25,to-read,to-read (#21),to-read,,,,0,0
420300,What's Fair: Ethics for Negotiators,Carrie J. Menkel-Meadow,"Menkel-Meadow, Carrie J.",Michael A. Wheeler,"=""0787969168""","=""9780787969165""",0,4.00,Jossey-Bass,Hardcover,592,2004,2004,,2022/01/24,to-read,to-read (#20),to-read,,,,0,0
57648017,The Storyteller: Tales of Life and Music,Dave Grohl,"Grohl, Dave",,"=""0063076098""","=""9780063076099""",4,4.49, Dey Street Books ,Hardcover,384,2021,2021,2022/01/18,2022/01/12,,,read,,,,1,0
43798285,The Institute,Stephen King,"King, Stephen",,"=""""","=""""",4,4.20,Scribner,Hardcover,561,2019,2019,2022/01/10,2021/12/31,,,read,,,,1,0
30363835,Limetown: The Prequel to the #1 Podcast,Cote Smith,"Smith, Cote","Zack Akers, Skip Bronkie, Candace Thaxton, Jacques Roy","=""""","=""""",3,3.36,Simon  Schuster,Audible Audio,11,2018,2018,2022/01/02,2022/01/03,,,read,,,,1,0
49374781,x+y,Eugenia Cheng,"Cheng, Eugenia",,"=""1788160401""","=""9781788160407""",2,3.75,Profile Books,Hardcover,320,2020,2020,,2021/12/27,,,read,,,,1,0
33358206,Fifty Inventions That Shaped the Modern Economy,Tim Harford,"Harford, Tim",,"=""0735216134""","=""9780735216136""",4,4.07,Riverhead Books,Hardcover,336,2017,2017,2021/12/24,2021/08/02,,,read,,,,1,0
55421550,Power to the Public: The Promise of Public Interest Technology,Tara Dawson McGuinness,"McGuinness, Tara Dawson","Hana Schank, Anne-Marie Slaughter, Darren Walker","=""0691207755""","=""9780691207759""",3,4.03,Princeton University Press,Hardcover,208,2021,2021,,2021/05/11,,,read,,,,1,0
13538833,Howard's Gift: Uncommon Wisdom to Inspire Your Life's Work,Eric C. Sinoway,"Sinoway, Eric C.",Merrill Meadow,"=""1250004241""","=""9781250004246""",0,4.11,St. Martin's Press,Hardcover,288,2012,2012,,2021/12/15,to-read,to-read (#19),to-read,,,,0,0
54505323,Invent and Wander: The Collected Writings of Jeff Bezos,Jeff Bezos,"Bezos, Jeff",Walter Isaacson,"=""1647820715""","=""9781647820718""",4,3.86,Harvard Business Review Press,Hardcover,288,2020,2020,,2021/02/23,,,read,,,,1,0
51323365,Solutions and Other Problems,Allie Brosh,"Brosh, Allie",,"=""1982156945""","=""9781982156947""",4,4.21,Gallery Books,Hardcover,519,2020,2020,2021/12/09,2021/12/06,,,read,,,,1,0
42041926,The Scout Mindset: Why Some People See Things Clearly and Others Don't,Julia Galef,"Galef, Julia",,"=""0735217556""","=""9780735217553""",3,4.14,Portfolio,Hardcover,288,2021,2019,,2021/12/06,,,read,,,,1,0
215868,Improvise.: Scene from the Inside Out,Mick Napier,"Napier, Mick",,"=""032500630X""","=""9780325006307""",4,4.28,Heinemann Drama,Paperback,144,2004,2004,,2021/12/03,,,read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2021/01/30,,,read,,,,1,0
30556551,Nobody Wants to Read Your Sh*t: Why That Is And What You Can Do About It,Steven Pressfield,"Pressfield, Steven",Shawn Coyne,"=""""","=""""",3,4.21,Black Irish Entertainment LLC,Kindle Edition,210,2016,2016,,2020/08/03,,,read,,,,1,0
26530355,Misbehaving: The Making of Behavioral Economics,Richard H. Thaler,"Thaler, Richard H.",,"=""039335279X""","=""9780393352795""",5,4.16,W. W. Norton & Company,Paperback,358,2016,2016,2021/11/02,2021/10/19,,,read,,,,1,0
57282235,Forward: Notes on the Future of Our Democracy,Andrew   Yang,"Yang, Andrew",,"=""0593238656""","=""9780593238653""",3,4.14,Crown,Hardcover,368,2021,2021,2021/10/28,2021/10/19,,,read,,,,1,0
40063024,Dreyer's English: An Utterly Correct Guide to Clarity and Style,Benjamin Dreyer,"Dreyer, Benjamin",,"=""0812995708""","=""9780812995701""",0,4.35,Random House,Hardcover,269,2019,2019,,2021/10/19,currently-reading,currently-reading (#3),currently-reading,,,,1,0
49349179,Getting Away: 75 Everyday Practices for Finding Balance in Our Always-On World,Jon Staff,"Staff, Jon",,"=""0593189396""","=""9780593189399""",3,3.98,TarcherPerigee,Hardcover,368,2020,,2021/10/17,2021/10/19,,,read,,,,1,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",3,3.96,Penguin Press,Hardcover,480,2014,2014,2021/10/06,2021/09/02,,,read,,,,1,0
48982817,Short Circuiting Policy: Interest Groups and the Battle Over Clean Energy and Climate Policy in the American States (Studies in Postwar American Political Development),Leah Cardamore Stokes,"Stokes, Leah Cardamore",,"=""0190074264""","=""9780190074265""",3,4.05,Oxford University Press,Paperback,336,2020,2020,,2021/09/02,,,read,,,,1,0
54564213,How to Make the World Add Up: Ten Rules for Thinking Differently About Numbers,Tim Harford,"Harford, Tim",,"=""1408712245""","=""9781408712245""",4,4.13,The Bridge Street Press,Hardcover,352,2020,2020,2021/09/02,2021/08/02,,,read,,,,1,0
28815513,Messy: The Power of Disorder to Transform Our Lives,Tim Harford,"Harford, Tim",,"=""1594634793""","=""9781594634796""",0,3.93,Riverhead Books,Hardcover,304,2016,2016,,2021/08/02,to-read,to-read (#18),to-read,,,,0,0
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",4,3.97,Currency,Hardcover,279,2010,2010,,2021/07/31,,,read,,,,1,0
35356384,How Democracies Die: What History Reveals About Our Future,Steven Levitsky,"Levitsky, Steven",Daniel Ziblatt,"=""1524762938""","=""9781524762933""",3,4.17,Crown,Hardcover,320,2018,2018,,2021/07/25,,,read,,,,1,0
44141927,Eight Lessons on Infinity,Haim Shapira,"Shapira, Haim",,"=""1786781840""","=""9781786781840""",3,3.72,Duncan Baird Publishing,Paperback,208,2019,,2021/07/05,2021/07/03,,,read,,,,1,0
53240367,"Metabolical: The Lure and the Lies of Processed Food, Nutrition, and Modern Medicine",Robert H. Lustig,"Lustig, Robert H.",,"=""0063027739""","=""9780063027732""",0,4.28,Harper Wave,ebook,416,2021,2021,,2021/07/03,to-read,to-read (#17),to-read,,,,0,0
44432844,"Ruined by Design: How Designers Destroyed the World, and What We Can Do to Fix It",Mike Monteiro,"Monteiro, Mike",,"=""""","=""""",4,4.13,,Kindle Edition,251,2019,,2021/07/03,2021/06/27,,,read,,,,1,0
53351952,"Hype : How Scammers, Grifters, and Con Artists Are Taking Over the Internet—and Why We're Following",Gabrielle Bluestone,"Bluestone, Gabrielle",,"=""133501649X""","=""9781335016492""",3,3.33,Hanover Square Press,Hardcover,352,2021,2021,,2021/06/26,,,read,,,,2,0
18290401,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,"Kleon, Austin",,"=""076117897X""","=""9780761178972""",3,4.12,Workman Publishing Company,Paperback,215,2014,2014,2021/06/19,2021/05/01,,,read,,,,1,0
1621249,The Teaching of Buddha,Society for the Promotion of Buddhism,"Buddhism, Society for the Promotion of",Bukkyo Dendo Kyokai,"=""""","=""""",0,4.06,,Hardcover,609,1966,1966,,2021/06/14,currently-reading,currently-reading (#2),currently-reading,,,,1,0
39088545,The Formula: The Universal Laws of Success,Albert-László Barabási,"Barabási, Albert-László",,"=""0316505498""","=""9780316505499""",5,4.16,"Little, Brown and Company",Hardcover,320,2018,2018,2021/06/13,2021/06/13,,,read,,,,1,0
40796176,Infinite Powers: How Calculus Reveals the Secrets of the Universe,Steven H. Strogatz,"Strogatz, Steven H.",,"=""1328879984""","=""9781328879981""",4,4.29,Mariner Books,Hardcover,360,2019,2019,2021/06/09,2021/05/29,,,read,,,,1,0
40404857,Introduction to the Theory of Complex Systems,Stefan Thurner,"Thurner, Stefan","Rudolf Hanel, Peter Klimek","=""019882193X""","=""9780198821939""",0,4.34,Oxford University Press,Hardcover,448,2018,,,2021/06/06,to-read,to-read (#16),to-read,,,,0,0
53562067,Evil Geniuses: The Unmaking of America,Kurt Andersen,"Andersen, Kurt",,"=""""","=""""",4,4.22,Random House,Kindle Edition,430,2020,2020,,2021/05/29,,,read,,,,1,0
354421,Sync: The Emerging Science of Spontaneous Order,Steven H. Strogatz,"Strogatz, Steven H.",,"=""0786868449""","=""9780786868445""",4,4.06,Hachette Books,Hardcover,338,2003,2003,,2021/05/01,,,read,,,,1,0
50485580,Noise: A Flaw in Human Judgment,Daniel Kahneman,"Kahneman, Daniel","Olivier Sibony, Cass R. Sunstein","=""0008308993""","=""9780008308995""",0,3.66,William Collins,Hardcover,384,2021,2021,,2021/05/01,to-read,to-read (#15),to-read,,,,0,0
52098718,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""147670032X""","=""9781476700328""",3,4.23,Avid Reader Press / Simon  Schuster,Hardcover,336,2020,2020,,2021/04/11,,,read,,,,1,0
13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,"Kleon, Austin",,"=""0761169253""","=""9780761169253""",4,3.96,Workman Publishing Company,Paperback,160,2012,2012,2021/03/28,2021/03/28,,,read,,,,1,0
13356649,"The Joy of X: A Guided Tour of Math, from One to Infinity",Steven H. Strogatz,"Strogatz, Steven H.",,"=""0547517653""","=""9780547517650""",5,4.05,Houghton Mifflin Harcourt,Hardcover,316,2012,2012,,2021/03/07,,,read,,,,1,0
52275335,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""0241448301""","=""9780241448304""",5,4.14,Allen Lane,Hardcover,272,2021,2021,2021/02/27,2021/02/23,,,read,,,,1,0
26068019,Negotiating the Nonnegotiable: How to Resolve Your Most Emotionally Charged Conflicts,Daniel Shapiro,"Shapiro, Daniel",,"=""0670015563""","=""9780670015566""",3,3.89,Viking,Hardcover,336,2016,2016,2021/02/20,2021/01/30,,,read,,,,1,0
944652,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",Peter E. Kaufman,"=""157864366X""","=""9781578643660""",4,4.43,Donning Co Pub,Hardcover,512,2006,2005,2021/01/30,2021/01/30,,,read,,,,2,0
56360682,The You Beyond You - The Knowledge of the Willing,Ramzi Najjar,"Najjar, Ramzi",,"=""""","=""9798690646639""",0,4.38,Ramzi Najjar,Kindle Edition,,2020,2020,,2021/01/05,to-read,to-read (#14),to-read,,,,0,0
55359022,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763160""","=""9781524763169""",5,4.34,Crown Publishing Group,Hardcover,751,2020,2020,2020/12/28,2020/10/31,,,read,,,,1,0
33413883,Ali: A Life,Jonathan Eig,"Eig, Jonathan",,"=""""","=""""",5,4.44,Mariner Books,Hardcover,640,2017,2017,2020/12/07,2020/12/07,,,read,,,,2,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",4,4.28,Knopf,Kindle Edition,368,2019,2019,,2020/11/16,,,read,,,,1,0
38390751,The Infinite Game,Simon Sinek,"Sinek, Simon",,"=""073521350X""","=""9780735213500""",4,4.17,Portfolio,Hardcover,251,2019,2019,,2020/11/05,,,read,,,,1,0
53447,El túnel,Ernesto Sabato,"Sabato, Ernesto",Nino Pipia,"=""9871144261""","=""9789871144266""",2,4.03,Booket,Paperback,158,2003,1948,,2020/10/31,,,read,,,,1,0
48749235,Story of Your Life,Ted Chiang,"Chiang, Ted",,"=""""","=""""",4,4.47,,ebook,46,,1998,2020/10/31,2020/10/31,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,4.00,William Morrow,Hardcover,268,2006,2005,,2020/10/17,to-read,to-read (#13),to-read,,,,0,0
1820055,"Good Calories, Bad Calories: Challenging the Conventional Wisdom on Diet, Weight Control, and Disease",Gary Taubes,"Taubes, Gary",,"=""1400040787""","=""9781400040780""",0,4.17,Knopf,Hardcover,601,2007,2004,,2020/10/17,to-read,to-read (#12),to-read,,,,0,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",3,3.79,Oxford University Press,Paperback,544,1998,1860,,2020/10/17,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Mark Hallaq, Amanda Lee, John Seelye, Guy Cardwell","=""""","=""9780143039563""",2,3.92,Penguin Classics,Paperback,244,2006,1876,,2020/10/17,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",4,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/10/17,,,read,,,,1,0
35101197,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Michael R. Katz,"=""""","=""""",3,4.26,Liveright,Kindle Edition,621,2017,1866,,2020/10/17,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",3,3.80,Scribner,Hardcover,96,1996,1952,,2020/09/20,,,read,,,,1,0
40495148,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",2,4.16,Mariner Books,Kindle Edition,349,2013,1995,,2020/09/16,,,read,,,,1,0
18158022,Your First 1000 Copies: The Step-by-Step Guide to Marketing Your Book,Tim Grahl,"Grahl, Tim",,"=""0615796796""","=""9780615796796""",2,4.15,Out:think,Paperback,147,2013,2013,2020/09/06,2020/09/06,,,read,,,,1,0
239409,"Hey, Whipple, Squeeze This: A Guide to Creating Great Ads",Luke Sullivan,"Sullivan, Luke",,"=""0471281395""","=""9780471281399""",3,4.21,Wiley,Paperback,304,2003,1998,2020/09/02,2020/09/02,,,read,,,,1,0
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""""","=""""",2,3.98,Hyperion,Paperback,196,2003,2003,2020/08/16,2016/01/23,,,read,,,,1,0
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",5,4.33,Pocket Books,Mass Market Paperback,320,2002,2000,2020/08/16,2020/08/11,,,read,,,,1,0
