X,Y,Orientation,MinorAxis,MajorAxis
437.5938,184.8868,0.449148393439361,43.7461980036769,168.421704657169
442.8038,186.8597,0.468024588449333,44.6681042237859,174.644191448771
447.6394,188.7255,0.483312531448475,44.7085445772941,174.61034455179
453.1571,192.3552,0.508494670755908,44.5598670689177,175.085715882042
458.6229,196.0457,0.525483820983774,43.3804071761224,176.194433557965
464.2652,200.8024,0.549159429613665,42.7807195528561,174.982354034674
470.0797,205.3536,0.56860679786854,41.6956987894863,173.111070820332
475.791,209.659,0.591517344749259,42.7679395747104,171.311229705704
480.3534,212.3283,0.611342466809695,42.8933294589278,171.447066926074
484.5626,213.8998,0.630213794116514,42.626476940631,173.925431710753
488.0681,214.741,0.655054047610323,43.1906688872943,176.132653011102
490.7462,214.6762,0.674445815493071,42.903864764222,176.38060745905
492.0012,214.2311,0.689815649768017,43.0710998870121,173.387207879529
493.2185,214.3886,0.704611169687,43.8632334343913,171.074032768997
494.5679,214.9124,0.719229470760543,44.4339650511868,169.643561638566
493.5035,213.3194,0.710617594148808,45.1008918588519,157.189117407245
494.916,214.5543,0.724423543388059,45.8321370025402,156.379953973982
495.9945,215.175,0.731881238350655,45.2852960589223,155.046716299851
496.2903,216.0407,0.730712830461601,46.4199483466001,153.030006605923
495.8938,217.4217,0.714860130843128,48.9946674875274,150.545651122
496.6547,218.8669,0.700425586109667,48.8500932028022,147.039051048417
497.4496,219.6361,0.69518520688023,47.8724617486849,144.539025379712
497.9568,220.4417,0.688203549605673,46.84527017474,143.632856117436
497.4499,220.9075,0.675775843579812,46.3692734442394,142.124566184079
496.7601,221.6621,0.659566650686863,46.3821434689034,139.782780694712
495.3083,221.7058,0.637194688713445,46.8635354668519,135.858278736414
493.4084,221.253,0.600772810439251,46.9925908471284,132.09678383015
492.0576,220.392,0.565841243015838,47.1279329912188,129.908863843499
491.0764,219.5148,0.522902454809254,47.2133401919078,128.39044283859
490.3202,218.4634,0.480413714156618,47.8367113700052,126.264805667943
488.9148,216.8622,0.434377618413198,48.3630952645191,124.118314699382
488.737,216.0761,0.388977703184756,48.782577774184,123.810269181408
490.758,215.3178,0.313018846608493,49.3260380551001,128.893555446869
490.392,213.6769,0.23688115218263,50.2604429154798,129.563677942543
490.0612,211.9534,0.157498120032235,51.3338207702694,128.939291818614
489.2093,210.1648,0.0809857622446256,52.594813876785,129.062838859187
489.9808,207.8713,0.005400270112782,53.328058778931,130.917945971969
490.7281,205.6357,-0.0595163859822336,53.1249921291337,131.94144344154
492.1198,203.768,-0.109181925550994,53.183476958563,135.073607186769
494.5194,202.2846,-0.159716178361216,53.4966228150689,139.01485509173
495.9192,200.1428,-0.220617301244096,52.2074795658581,142.122684075669
496.1824,198.1556,-0.281986322087372,51.7075968893008,144.692510415476
497.2615,196.1094,-0.351123317209694,52.0603689806307,148.423875566442
497.5399,194.0775,-0.408697769128509,51.8592051426503,149.642544891034
496.8589,192.9911,-0.447093092213034,52.6293223973164,146.02828025855
496.8925,192.2017,-0.482610174120218,54.7765764144246,143.19912432867
497.623,190.0688,-0.535258126156491,55.3650373636728,143.234959317567
499.2498,187.7235,-0.589023440135515,55.5333921544986,143.868802322194
500.9212,185.8751,-0.644168941471394,56.2271968343647,145.800906109716
502.7751,183.4248,-0.6836649048817,55.3987250109594,146.810360438694
504.069,181.2661,-0.727114720052686,55.3454822012237,147.664087520192
505.1341,179.4834,-0.761918200077857,54.4981744507883,150.552833885832
505.404,178.3428,-0.767269094639426,53.1194699164175,152.329223615123
505.5155,177.5171,-0.777815764395968,53.4390758668256,154.08229643523
505.5426,177.1823,-0.789169218877262,53.290539113724,155.446172421576
505.221,177.3229,-0.788654951093254,52.9133286100071,155.533165915161
504.7294,177.6201,-0.78738109062558,52.7571918830646,155.947089676563
503.2565,178.815,-0.779134766594015,52.830860724648,156.359306433053
502.5821,179.2015,-0.775958409222224,52.6341409447122,156.664569681382
501.1056,180.0912,-0.773116217994653,53.1106622504362,155.709792191783
500.012,180.7036,-0.77960540008366,53.7213243032982,156.225975036493
499.1113,181.0599,-0.782220281665658,53.5518583508427,156.356479078159
498.1591,181.6358,-0.780647276651741,53.239051207359,154.842118098904
496.5947,182.4569,-0.765451679725869,51.6940391424513,153.332791044452
494.3082,183.8503,-0.732334107722472,48.8499785986099,150.786016925409
492.2916,185.5132,-0.681543382286501,47.0019230786739,151.07050220655
489.7729,187.9517,-0.605303040908801,45.2620953045801,147.782780195619
488.6808,189.9085,-0.497041869759462,44.2970737908414,147.554706893904
488.7866,192.0779,-0.357998315104722,44.992480052128,145.692381210705
486.6764,195.9578,-0.208854745812197,47.5129817468946,138.215286152169
486.3508,199.4941,-0.0670210850905855,52.1947134795862,134.158814294121
484.4635,203.6466,0.0820085826580338,56.4119536228857,127.069457831902
484.0097,207.9378,0.268860710329647,59.9673974917649,124.415044932267
484.4005,212.6413,0.463143761134492,61.6247071155226,124.889381693878
484.3766,217.5054,0.619221189781346,62.7523284693905,124.541974447954
484.6381,222.908,0.787766502788544,64.0617347343829,126.994316598674
484.7493,228.0879,0.920300128826897,62.6656758557159,131.934662885421
485.2318,232.7993,1.00827338998768,61.2791918348554,136.234869592475
486.2505,237.2246,1.08135082491805,60.6786408822357,141.808891496274
487.038,240.2196,1.13117750497401,59.0375151715522,146.519894620836
487.0392,241.7832,1.15487872147567,57.5811592267845,148.395260633655
486.593,242.2431,1.16251136182507,56.8466393425342,148.579941610242
486.2939,242.5499,1.16639450234589,56.2283905522751,150.109713278672
485.9097,242.4535,1.16461060697254,55.6471798342142,149.731553955367
485.0274,241.387,1.15223764873824,54.8783596452062,147.73635458815
484.469,240.7589,1.14191730264902,54.5717235311882,146.578027904979
483.9872,239.9814,1.13474300546103,54.158927450626,145.315061847751
483.4585,238.7348,1.13185030796916,54.2794326463626,143.324766395204
482.6457,236.8004,1.11710341137528,53.7014561315492,139.906447407335
482.1046,235.2309,1.09294543972946,53.1784621605103,138.108519532915
482.3698,234.156,1.04409982693906,51.8439484731482,136.446088139182
482.2226,232.2496,0.984393887240413,50.5783892328964,134.603894550599
481.7227,229.108,0.922356052735955,49.6494565788587,132.837797302113
482.7568,226.9214,0.848940249429379,48.2604118070554,132.604778479027
485.0757,225.0419,0.769862657860545,46.514607406645,134.321699749397
487.1095,222.9336,0.691033126165573,45.1702776585028,135.845935911037
489.5901,221.5219,0.618521747839447,44.0670197390938,138.392774413315
492.7035,220.3335,0.551810139130362,42.2824088627881,142.865467331104
495.8946,219.2461,0.486864293642281,41.0684134262172,147.635663043645
500.7104,218.2441,0.407364209129724,39.9679072857248,155.916382690757
505.9943,216.6731,0.32526765678607,39.0804988291041,163.44301860002
510.6036,214.686,0.241063105756789,39.0290035198098,170.066978312192
514.4862,212.2474,0.166767226652141,38.2884920194884,174.135556597915
518.0999,210.4382,0.110932820973546,37.6980732142274,178.064188804257
522.567,209.0462,0.0784455357823214,36.8811580639283,180.249303874802
526.3439,208.2624,0.0509470305515197,36.5737177987949,180.219810726896
529.8307,207.626,0.0263385510616883,36.4265401333958,179.311203462392
533.0118,206.6317,0.000551249884943606,36.20214090436,176.426179047806
536.1031,205.4003,-0.0299380921047624,35.8675263590878,174.468982999138
538.4456,203.8883,-0.0677746128402139,35.971330640011,173.930339842392
541.2054,202.1809,-0.104597402631478,36.6104699267769,173.202004408105
542.382,200.9512,-0.123580219309203,36.1574754966065,174.207003933185
543.6541,200.4922,-0.118661812936363,36.1591630383406,173.5396819686
544.5388,200.7507,-0.105356447709851,36.7044573082951,172.485685674079
544.6253,201.2018,-0.0902027029659332,37.120519714824,171.535550315035
544.7024,201.7533,-0.074437363071233,37.3185585707851,171.393350069457
544.6351,202.2718,-0.0407577278565134,37.8010013233276,170.885973032221
543.7049,203.25,0.00242383282575989,38.153507496542,173.401062275646
543.1584,203.9038,0.0425318876649376,38.4607981904432,173.707951059376
542.7913,204.2116,0.0610743326201592,38.6102941785781,173.90038236148
542.1013,204.2254,0.0579497502488533,38.5515998611324,174.139428717851
542.0087,204.244,0.0515929742177397,38.4299009354267,174.385564594577
543.0585,204.2634,0.0384989015632676,38.7515218958185,172.817311876326
543.4828,204.5966,0.0224395692256385,38.892045620973,171.516239355986
543.6621,204.9899,0.0115430486071564,38.7629063214158,170.909520547509
544.4688,205.168,0.0114438297752878,39.1477315302182,169.208163590047
544.9113,205.5863,0.016824980951869,39.1075257237819,169.392267068266
545.108,206.204,0.0407936574849805,39.5439032578798,170.291321296053
545.5416,207.0812,0.0664598558569839,40.3629683606878,169.417823345495
544.8221,208.0684,0.081977009250765,40.5928693872582,170.394991187838
544.3334,208.403,0.085156219899985,40.1053550132846,171.637694624083
544.3165,208.3658,0.0899102932854246,40.1897543702684,171.466692612746
543.9545,208.307,0.0942362693287085,40.0328486529614,172.319913747721
544.0303,208.3428,0.102342268619648,40.270119965193,172.883891897876
543.918,208.2716,0.103566595021845,40.407475586602,173.156604240269
544.149,208.0609,0.107052780782339,40.0307169806455,173.058494143853
543.8615,208.3401,0.110681723347177,40.2917191766444,172.744913090705
543.7668,208.8707,0.120567676787822,40.7667099493882,173.006744728394
543.9225,209.5167,0.128105796637638,40.8223341553534,172.252190639368
543.9018,210.32,0.131497369922503,40.4424655144943,172.178637684498
543.411,210.8868,0.130160785477009,40.4805009394386,172.241140718259
543.4344,210.9955,0.126490765050004,40.2336021859884,172.16640177342
543.35,210.8014,0.12234694070943,39.9883512743626,172.142715327197
543.1408,210.6499,0.120907499380022,40.014339428575,172.278983817413
542.7093,210.4732,0.119829723501678,40.0814186796704,173.07737980379
542.7797,209.9204,0.115102528024916,39.6912685971536,173.654088484305
542.8396,209.2777,0.109789052041148,39.5277702796402,173.202672434513
542.4733,208.885,0.110546841386865,39.8753032059314,173.960806091919
542.3802,208.9475,0.117145571048895,40.2424706624477,174.794542290967
542.9648,209.0859,0.129019890391414,40.9654295624981,173.952635430029
543.5947,209.76,0.139948068402357,41.3901194601322,173.339768571378
543.9873,211.1465,0.15427627504642,41.5275156763882,173.760940980925
544.6153,212.3716,0.167925545875579,42.2739853170511,172.148056117973
545.167,213.5015,0.180808474015762,42.1614747101321,171.48186309872
545.1348,214.4551,0.190042799236538,42.3714334396842,171.601866669978
545.059,214.6936,0.191782050316297,42.4077614092527,170.783913764208
544.9939,214.7738,0.18629101731789,42.2302794692957,170.526302035663
545.0205,214.7259,0.186646026225388,42.1052787867696,171.352033956147
545.0771,214.5757,0.191650130255461,42.3461975862056,171.258540425455
545.4556,214.4975,0.193719480236469,42.4109620903718,170.957759797463
545.4479,214.7658,0.1971083311422,42.5949247414127,171.097343292133
545.3206,215.1948,0.197966391240186,42.6522104716583,171.450721727379
545.5163,215.3541,0.200072004327209,42.5659972430073,171.508632983791
545.337,215.5256,0.203739794416695,42.3398015385825,171.563890890401
544.9112,215.6492,0.206276788433847,42.4964499573609,172.172528881193
545.173,215.4868,0.205313471176929,42.4459254779677,172.394432963509
545.4516,215.0308,0.205142817238726,42.3757356904742,171.965902500192
545.2513,214.8493,0.206912822704599,42.2711682035011,171.971607304487
545.3649,215.3926,0.214076831375384,42.7856777603188,173.052624294192
545.6785,216.161,0.221987564581585,43.4720344771514,173.47228724457
546.268,217.1582,0.235997483021471,43.7195700135755,172.85754691675
546.9843,218.5345,0.255065848084213,44.6868164349486,173.635897037521
547.5862,220.312,0.276586385873033,45.5865437798354,173.205135269025
547.715,221.5134,0.293182359101857,46.2404653249578,172.149783366759
547.2611,222.6542,0.302576445845058,45.9347085070835,172.40751874042
547.2876,223.1454,0.300317464558225,46.1340205043048,171.749425717974
548.1405,223.5601,0.296742075761722,45.9634519484787,170.337133953348
547.9823,223.821,0.29172813283406,45.6375605115431,169.598674401557
547.7789,223.9625,0.293455846688677,45.7555950201231,169.953145413842
547.8343,223.9573,0.294447284602639,45.3316851573576,170.213875010527
547.7332,224.1676,0.29378420817672,45.560576968391,171.164192816613
547.7473,224.1754,0.292134433022033,45.6819906070105,171.763131380692
547.7764,223.8779,0.289324834486121,45.3883580462284,171.605123917155
547.4146,223.6089,0.293375989234401,45.1809584578602,172.062075220935
547.1171,223.4459,0.297337680695827,45.6905470494453,172.525865849972
546.954,223.3638,0.296939650588072,45.553943976886,172.749841432443
546.818,223.2925,0.294122856033087,45.1554026018214,172.57781779236
545.9583,223.5571,0.301316745651007,45.0571161751173,175.635554268016
544.9796,224.1019,0.339848320613238,46.2693166035526,182.309209229373
542.1066,224.017,0.396176012653639,49.1214808676935,184.199279710754
535.8892,222.366,0.435077405636444,51.4507799269453,179.421798936941
530.1894,221.0872,0.470577522210739,54.2008129983429,175.057329124295
523.7779,219.7062,0.491695319140642,56.484302269138,169.698799740427
518.2316,219.093,0.509236582339637,58.3618609935734,167.562153602215
512.2526,218.4397,0.533572199648921,57.4055580079347,165.319875340971
503.5278,216.5187,0.574048115196017,51.0542100204062,156.687796906076
497.6075,214.9621,0.591840100793344,50.5258673233903,149.379490032364
494.0859,213.7176,0.599336239508937,51.7576350613862,146.210777583207
491.5059,212.594,0.608141425774249,52.1389633148185,145.351620471601
488.5732,211.7329,0.6093707265681,52.4183443231241,141.308356191104
485.5931,211.1442,0.612554988323561,53.1543164772285,137.454827701327
483.79,211.2059,0.628997783398247,53.3342910250455,134.404989718114
482.4365,211.0853,0.642490379852328,54.4997772352575,131.048382220038
481.2453,211.2786,0.671776530977663,57.0764037775393,127.329843368244
480.0686,211.6738,0.728920940505083,58.92565095445,125.209680234786
478.7346,212.5273,0.794827586919463,61.544332236846,120.811465505197
476.8741,213.1623,0.892671723708672,65.1685591299992,116.608434735042
474.9489,214.7351,1.0362287030727,68.3415529452548,116.742329555808
472.6932,215.657,1.12912380914886,68.234806222905,114.962620004662
470.3586,217.1307,1.22466482553729,67.1122514581554,113.992539888732
467.5459,219.5391,1.33663124169573,65.2625883455994,117.283209527403
465.5882,221.1667,1.39417563986623,64.8970050449315,117.409452665861
464.5672,222.4904,1.44458561356641,64.9043629500418,117.057748370307
463.9587,224.0003,1.49446811375583,64.8486999000814,118.582992639267
463.4154,225.5564,1.54583957839576,64.6430453834653,119.61263902607
462.5827,228.1574,-1.55238274000294,63.974490869604,123.749070493707
461.8371,230.7282,-1.5395903599015,62.2195100866214,127.371319766937
460.983,233.8525,-1.50745734685047,61.0327633512726,132.137617734692
460.8158,236.3433,-1.48096521431915,60.5659642576669,136.266720284098
460.6332,238.6348,-1.44456262380518,60.2682607927144,137.854536307348
459.8721,241.0774,-1.38963517850358,60.5385864960897,140.396319793144
459.3855,243.2169,-1.32521737540286,61.4371209138716,142.344045512738
458.2787,244.9394,-1.2630117497871,61.0917036700267,144.478046693024
456.6497,245.634,-1.21518953983274,61.3643657825435,146.503092408229
454.4494,245.5638,-1.17846524920474,60.6459904622375,148.280548072263
452.1047,245.5772,-1.15251854122175,59.711343467325,150.745161341231
449.3454,245.6243,-1.1298578943322,58.4872936777749,150.244152146797
445.7809,245.5586,-1.10757605572447,57.8896688961689,148.713018511793
441.2124,245.8153,-1.07426768208484,57.0480642213993,151.51814241933
437.6868,245.8783,-1.05102890795167,55.3681340031304,152.413979389125
435.3664,246.1245,-1.04673542179825,53.018765037793,154.343840627559
432.3277,248.462,-1.03975348576419,51.1415250257366,161.564900716149
429.5002,251.1189,-1.03124631420678,50.7043268272499,166.527106723701
427.113,253.9044,-1.01299375706055,50.9301147691341,171.983572809301
423.6684,258.0529,-0.998123837822691,50.3842817747072,176.301941097826
419.8726,262.3183,-0.991520980858413,50.0081825818413,175.557947845383
416.3211,266.4661,-0.994350076094109,49.6434168493907,173.955448220221
412.8994,270.8357,-0.988012968601635,49.3154993305519,174.187069244158
409.8978,274.2118,-0.964959587600996,49.1637056194079,172.881555946944
406.9113,276.625,-0.932536452761854,49.7075822296006,169.726168214613
403.4695,278.904,-0.894101308945477,50.0039916714143,168.4707140326
400.4729,281.5008,-0.847458955922683,49.8728853852924,168.07777523603
397.739,284.655,-0.807510237873284,50.0491148854742,167.039758019182
396.0696,287.0404,-0.770995640090297,50.4038056264643,166.595936411632
394.0594,289.3542,-0.750963708604894,49.8597875431639,167.601643493657
392.2473,291.1963,-0.738603183433823,49.8394228015181,168.602679590656
391.2203,292.3988,-0.727817035704997,49.8964674265986,168.226109892924
390.0642,293.7184,-0.733711949743649,50.6380636028224,169.808695803
387.8884,295.4746,-0.74806304693992,51.8119845164414,170.521283180608
385.5735,297.529,-0.76720243321176,52.2719523482236,167.773405464659
383.0527,300.3104,-0.788504130763568,51.112242836727,163.591515577505
381.3046,302.0226,-0.828390307319912,51.078844719853,159.208557053596
379.905,303.7891,-0.879514999054373,51.1871309071136,158.273591717738
378.78,305.4428,-0.937853147621211,51.0288322112712,158.36069810016
377.377,307.1891,-1.00428730066832,51.3254255928252,159.637675516484
374.8864,309.9123,-1.07071336425128,51.4146943811144,163.279783633529
372.3348,312.0196,-1.12662431416748,53.1967455102158,162.77053696117
370.6816,314.1381,-1.16491056283706,56.2620168257911,162.967780066943
370.1132,315.9447,-1.20256200409075,57.6700305100147,163.762071310346
370.3585,317.3151,-1.24182640754848,58.3174477175357,162.144211165837
371.1062,318.2757,-1.29561917749013,59.4107915101567,163.148252432266
371.881,318.1514,-1.3332022097615,59.0544366274415,163.467302701652
372.4164,317.0034,-1.3440653003396,57.7445211011235,160.773575322279
372.8839,315.3049,-1.33583248424386,56.5204299514722,158.218394016062
373.1244,313.9524,-1.31815187301549,55.2134123954851,156.662081639008
373.0794,312.4784,-1.28799353416677,54.4088975430029,155.304840336457
372.8022,310.2626,-1.23141503569998,53.4442799634332,151.960553837952
372.0692,308.0135,-1.15529316873387,52.5486559480672,148.253785789281
370.461,306.2946,-1.06072825630991,52.447164658551,146.055312747014
367.9959,304.2531,-0.943291833929752,53.0194851597562,144.276623436688
363.9088,302.5436,-0.797033202681431,53.9852096825011,145.377344926842
359.836,300.0913,-0.6565830435097,54.7729900528007,146.785097396687
354.2332,297.985,-0.509977021075506,55.9105140957842,149.333797387057
347.5154,296.4978,-0.395427830618946,55.5044601323806,153.494984847884
338.7447,296.1577,-0.309222800434328,54.746272099996,160.535229879167
330.9316,296.4383,-0.229283665926899,54.6214487974344,165.440775977207
325.2195,295.6484,-0.132322831839614,52.1345188110161,172.371276087578
318.0417,295.9079,-0.0602395267114929,51.0220244588591,177.981916093219
309.5366,296.5955,0.0120869412215524,50.4626875046633,179.257706414862
300.3746,296.4305,0.0686925200483456,49.2480431191919,178.701521636197
292.2024,295.5133,0.134659115667372,49.2518637542356,177.025363471223
284.7987,294.098,0.190399936147063,49.4562990110262,177.998772441617
279.2787,292.9432,0.226346119753689,48.6721475732237,180.472252693451
273.345,291.1606,0.249901005913629,48.043605509073,181.01988882745
267.9264,288.9284,0.265015171617669,48.9356867352109,178.757472746969
263.0735,286.7085,0.292392839339959,49.8426155545243,177.763025483908
258.1934,284.4745,0.325941802844518,49.513219582198,179.648900767387
252.9196,283.3153,0.347024112533006,50.5085359877699,180.689121907999
247.1708,282.3713,0.363893164824357,50.7897175854133,183.913358841085
241.4033,281.7867,0.3786829938572,50.5756222797628,181.429934292018
236.6842,280.6625,0.398266580785029,50.2158593156487,177.781297924774
231.6616,278.4928,0.39471396668657,50.4603078372475,179.199444913206
225.5977,275.8498,0.390000796733737,49.9118940912949,178.322373034248
219.698,273.3904,0.382728928661805,49.1541156385065,176.532048682148
213.1171,269.355,0.380838055357408,48.8264876239612,180.662321975211
206.6739,264.58,0.388157050183305,48.2094489658211,183.130015164363
201.8663,260.1226,0.41384189447017,49.1358321457035,186.356767312708
198.9614,257.2964,0.458417132532812,49.7576789580722,188.786475779813
196.6255,254.9054,0.505858140714972,50.8821102573916,190.582014117477
192.2476,251.3374,0.569631514114578,51.7529163027407,178.129446385121
190.6557,248.8685,0.663759215771444,52.726524816524,167.887695666144
190.3934,245.9951,0.778818782129267,53.415772802846,162.471676440721
190.6213,243.3633,0.864564830917169,54.1074762730299,159.033938470807
190.3142,241.6427,0.941862356327848,55.8007283505523,155.653902953318
188.5362,238.9539,1.00771032117716,56.7063377591144,156.845932033865
186.8246,236.2558,1.06288088778087,56.8225795154818,158.525800960543
186.3483,234.6145,1.11675237724816,56.9504978380535,161.509081228856
184.8228,231.9573,1.15711650993024,57.5576881416256,163.093548923416
183.6385,229.0628,1.20572257294375,58.8530387256133,162.880470975565
183.1422,225.8006,1.27234886862838,60.6779469426489,162.057034928972
183.1903,223.6799,1.33508906502652,62.8133839803456,158.802399888399
183.7487,222.6511,1.41169896849483,65.8829866042713,155.926616648433
185.3567,221.2929,1.50641660688313,67.7688792393144,154.714950915403
187.8849,220.6895,-1.56124686340919,68.6066725254787,152.660750609427
190.3905,218.6286,-1.47435571110745,68.5971175579508,151.120753534212
193.3686,216.224,-1.39432666400284,67.6645897001697,151.730584143622
196.9807,214.4601,-1.33781184658667,67.5680630667216,150.968904593423
199.8053,211.4078,-1.25719981070928,65.9342722475267,151.046790540788
202.7594,208.534,-1.19879149545614,65.4921110425619,150.757589919956
206.5645,207.1803,-1.15441853687251,65.2202751110785,150.514802634013
210.174,206.8933,-1.08152096089398,65.3601477571812,148.567584918568
214.3026,206.1632,-0.990635376165801,64.4035207938553,148.399746027825
218.5723,205.1464,-0.897000227445248,64.9083958416313,147.627343895228
223.0766,203.8196,-0.783376678084303,65.6139238283782,150.556091599529
227.4815,202.2871,-0.678952111993964,64.4318816534508,154.88293730889
